,director_name,imdb_score,movie_title
3016,Randall Wallace,5.8,Heaven Is for Real?
1063,Stephen Frears,5.8,Mary Reilly?
2261,Paul Abascal,5.8,Paparazzi?
1313,Jean-Marie Poir¨¦,5.8,Just Visiting?
3304,Stewart Raffill,5.7,The Ice Pirates?
3070,Rowan Joffe,5.7,Brighton Rock?
3934,Mora Stephens,5.7,Zipper?
871,Akiva Schaffer,5.7,The Watch?
2570,Clare Kilner,5.7,How to Deal?
4639,Kat Coiro,5.7,L!fe Happens?
4775,Joel Paul Reisig,5.7,Rodeo Girl?
4052,Tod Williams,5.7,Paranormal Activity 2?
1207,Bobby Farrelly,5.7,Dumb and Dumber To?
4408,Yimou Zhang,5.7,"A Woman, a Gun and a Noodle Shop?"
2008,Taylor Hackford,5.7,Love Ranch?
2023,Tim Story,5.7,Think Like a Man Too?
4589,Griffin Dunne,5.7,Lisa Picard Is Famous?
4336,James Cox,5.7,Straight A's?
3330,Ekachai Uekrongtham,5.7,Skin Trade?
4333,Paul Bunnell,5.7,The Ghastly Love of Johnny X?
4426,Adam Green,5.7,Hatchet?
1492,David Ayer,5.7,Sabotage?
3306,Bart Freundlich,5.7,Trust the Man?
4009,Akiva Schaffer,5.7,The Watch?
1484,John Milius,5.7,Flight of the Intruder?
915,Garry Marshall,5.7,Valentine's Day?
4048,Brandon Cronenberg,5.7,Antiviral?
4159,George A. Romero,5.7,Diary of the Dead?
2752,Daniele Luchetti,5.7,Chiamatemi Francesco - Il Papa della gente?
342,Simon West,5.7,Lara Croft: Tomb Raider?
3457,Joe Dante,5.7,The Hole?
1327,Jeff Nathanson,5.7,The Last Shot?
4726,Chris Kentis,5.7,Open Water?
1341,Jonathan Lynn,5.7,Sgt. Bilko?
4621,Stefan C. Schaefer,5.7,My Last Day Without You?
306,Peter Hyams,5.7,End of Days?
2756,Gregory Jacobs,5.7,Magic Mike XXL?
959,Andy Fickman,5.7,Race to Witch Mountain?
1935,David Gordon Green,5.7,The Sitter?
1272,Christian Duguay,5.7,The Art of War?
2637,Joel Gallen,5.7,Not Another Teen Movie?
2989,Roger Spottiswoode,5.7,The Pursuit of D.B. Cooper?
1266,Steven Brill,5.7,Drillbit Taylor?
791,Scott Stewart,5.7,Priest?
894,Walter Hill,5.7,Bullet to the Head?
2685,Mike Nawrocki,5.7,The Pirates Who Don't Do Anything: A VeggieTales Movie?
2767,Vidhu Vinod Chopra,5.7,Broken Horses?
2612,JK Youn,5.7,Tidal Wave?
4164,Thorbj?rn Christoffersen,5.7,Journey to Saturn?
3324,Martyn Pick,5.7,"Ultramarines: A Warhammer 40,000 Movie?"
1521,Gabriele Muccino,5.7,Playing for Keeps?
287,Tim Burton,5.7,Planet of the Apes?
3475,Salim Akil,5.7,Jumping the Broom?
782,Peter Hyams,5.7,The Relic?
376,Paul Verhoeven,5.7,Hollow Man?
1280,Stephen Hopkins,5.7,The Reaping?
4753,C. Jay Cox,5.7,Kiss the Bride?
2978,Scott Alexander,5.7,Screwed?
3007,Yimou Zhang,5.7,"A Woman, a Gun and a Noodle Shop?"
4058,James DeMonaco,5.7,The Purge?
1570,Tom Reeve,5.7,George and the Dragon?
2401,Kevin Rodney Sullivan,5.7,Barbershop 2: Back in Business?
1809,Todd Graff,5.7,Joyful Noise?
1854,Garry Marshall,5.7,New Year's Eve?
731,Ryan Murphy,5.7,Eat Pray Love?
2388,Danny Pang,5.7,Out of Inferno?
4534,Levan Gabriadze,5.7,Unfriended?
686,Michael Lehmann,5.7,Hudson Hawk?
2839,Renny Harlin,5.7,A Nightmare on Elm Street 4: The Dream Master?
2382,Emile Ardolino,5.7,The Nutcracker?
2161,Jeannot Szwarc,5.7,Jaws 2?
1829,Barry Levinson,5.7,What Just Happened?
1006,John Carpenter,5.7,Escape from L.A.?
544,F. Gary Gray,5.7,Be Cool?
2878,Paul Weitz,5.7,Admission?
496,Joe Dante,5.7,Looney Tunes: Back in Action?
3217,Joshua Seftel,5.7,"War, Inc.?"
2855,John Lafia,5.7,Child's Play 2?
1387,John Frankenheimer,5.7,Reindeer Games?
3378,John Schultz,5.7,Drive Me Crazy?
3842,Randal Kleiser,5.7,The Blue Lagoon?
2175,Charles Stone III,5.7,Drumline?
4228,Steve Miner,5.7,Friday the 13th Part III?
502,Antony Hoffman,5.7,Red Planet?
4954,Nathan Smith Jones,5.7,The Work and the Story?
2357,Jake Kasdan,5.7,Bad Teacher?
2344,Alejandro Amen¨¢bar,5.7,Regression?
3831,Nicolas Winding Refn,5.7,Only God Forgives?
1544,Jared Hess,5.7,Nacho Libre?
4280,Kevin Tenney,5.7,Witchboard?
1794,Camille Delamarre,5.7,Brick Mansions?
2398,Mike Mitchell,5.7,Deuce Bigalow: Male Gigolo?
2808,James Ivory,5.7,Jefferson in Paris?
4875,Corbin Bernsen,5.7,Rust?
3908,Tim Burton,5.7,Planet of the Apes?
4321,Conor McMahon,5.7,Stitches?
4203,Michael D. Sellers,5.7,Eye of the Dolphin?
2784,Kevin Bray,5.7,All About the Benjamins?
1065,Joe Roth,5.7,America's Sweethearts?
2793,Tom Holland,5.7,Thinner?
4478,Youssef Delara,5.7,Filly Brown?
2269,Nimr¨®d Antal,5.7,Armored?
3635,Rick Bieber,5.7,The 5th Quarter?
4112,Whit Stillman,5.7,Damsels in Distress?
1410,Seth Gordon,5.7,Identity Thief?
819,Peter MacDonald,5.7,Rambo III?
37,Michael Bay,5.7,Transformers: Age of Extinction?
4465,Boris Rodriguez,5.7,Eddie: The Sleepwalking Cannibal?
3245,Patrick Lussier,5.7,White Noise 2: The Light?
5012,David Ayer,5.7,Sabotage?
2110,Uli Edel,5.7,The Little Vampire?
3132,Salim Akil,5.7,Sparkle?
1730,Olivier Dahan,5.7,Grace of Monaco?
2432,Jessie Nelson,5.7,Love the Coopers?
471,Ivan Reitman,5.7,Six Days Seven Nights?
167,Ang Lee,5.7,Hulk?
2443,Rob Reiner,5.7,And So It Goes?
1078,Garry Marshall,5.7,The Princess Diaries 2: Royal Engagement?
3204,Eric Blakeney,5.7,Gun Shy?
1370,Kirk Jones,5.7,What to Expect When You're Expecting?
1509,Joachim R?nning,5.7,Bandidas?
4504,Laurent Bouhnik,5.6,Q?
2873,Blair Hayes,5.6,Bubble Boy?
506,Paul W.S. Anderson,5.6,Pompeii?
796,Brian De Palma,5.6,The Black Dahlia?
3358,Jay Chandrasekhar,5.6,Club Dread?
3785,Billy Kent,5.6,The Oh in Ohio?
4625,Robert Heath,5.6,Truth or Die?
2732,Khalil Sullins,5.6,Listening?
803,Walter Salles,5.6,Dark Water?
1696,Rob Reiner,5.6,Alex & Emma?
2742,Russell Mulcahy,5.6,Silent Trigger?
1434,Dennis Dugan,5.6,The Benchwarmers?
1720,Kaige Chen,5.6,The Promise?
2711,Wil Shriner,5.6,Hoot?
453,Seth Gordon,5.6,Four Christmases?
3413,Keith Gordon,5.6,The Singing Detective?
828,Sean Anders,5.6,That's My Boy?
1725,Simon West,5.6,Wild Card?
4592,Johnny Remo,5.6,Hardflip?
841,Tom Shadyac,5.6,The Nutty Professor?
4563,James Toback,5.6,Two Girls and a Guy?
1375,Kevin Smith,5.6,Cop Out?
467,Shawn Levy,5.6,The Pink Panther?
482,Ron Underwood,5.6,Mighty Joe Young?
1811,Steve Miner,5.6,Lake Placid?
1352,Luis Mandoki,5.6,Angel Eyes?
1349,Michael Apted,5.6,Enough?
423,Tarsem Singh,5.6,Mirror Mirror?
1711,Brad Furman,5.6,Runner Runner?
498,Richard Donner,5.6,Timeline?
4604,Darren Stein,5.6,Sparkler?
568,Andy Tennant,5.6,Fool's Gold?
3454,Jeta Amata,5.6,Black November?
2856,Sam Miller,5.6,No Good Deed?
3381,Jonas Elmer,5.6,New in Town?
1331,Michael Lehmann,5.6,Because I Said So?
4064,Kunihiko Yuyama,5.6,Pok¨¦mon 3: The Movie?
1913,John Eng,5.6,Rugrats Go Wild?
3013,Renny Harlin,5.6,5 Days of War?
3893,Henry Hobson,5.6,Maggie?
2364,William Malone,5.6,House on Haunted Hill?
1116,Mathieu Kassovitz,5.6,Babylon A.D.?
3693,Liv Ullmann,5.6,Miss Julie?
2426,Brandon Camp,5.6,Love Happens?
1142,Brian Gibson,5.6,The Juror?
3670,Darren Grant,5.6,Diary of a Mad Black Woman?
3121,Bob Dolman,5.6,The Banger Sisters?
2092,Christopher Spencer,5.6,Son of God?
2488,Jim Gillespie,5.6,I Know What You Did Last Summer?
4334,Phil Morrison,5.6,All Is Bright?
203,Robert Schwentke,5.6,R.I.P.D.?
2064,Michael Dinner,5.6,The Crew?
1922,Victor Salva,5.6,Jeepers Creepers II?
2498,Michael Lehmann,5.6,40 Days and 40 Nights?
2501,Daniel Barnz,5.6,Beastly?
2503,Sam Weisman,5.6,Dickie Roberts: Former Child Star?
4831,Niall Johnson,5.6,The Big Swap?
222,Tim Story,5.6,Fantastic 4: Rise of the Silver Surfer?
105,Wolfgang Petersen,5.6,Poseidon?
3728,Ice Cube,5.6,The Players Club?
1550,Justin Zackham,5.6,The Big Wedding?
1100,Jesse Dylan,5.6,Kicking & Screaming?
2263,Chris Koch,5.6,A Guy Thing?
1520,Hugh Hudson,5.6,I Dreamed of Africa?
2281,Renny Harlin,5.6,12 Rounds?
2217,Nelson McCormick,5.6,The Stepfather?
2305,Robert Rodriguez,5.6,Machete Kills?
3195,Harley Cokeliss,5.6,Malone?
42,Martin Campbell,5.6,Green Lantern?
1530,David R. Ellis,5.6,Snakes on a Plane?
3180,Scott Kalvert,5.6,Deuces Wild?
1031,Mike Nichols,5.6,What Planet Are You From??
4979,Joe Swanberg,5.6,Happy Christmas?
4978,Brandon Trost,5.6,The FP?
1539,David Wain,5.6,Wanderlust?
4966,Dan Reed,5.6,Closure?
2352,James McTeigue,5.6,Survivor?
1093,David McNally,5.6,Coyote Ugly?
1017,David Gordon Green,5.6,Your Highness?
2035,Robert Luketic,5.6,Win a Date with Tad Hamilton!?
2497,Kevin Greutert,5.6,Saw 3D: The Final Chapter?
4685,Jonathan Levine,5.6,All the Boys Love Mandy Lane?
1956,James Bridges,5.6,"Bright Lights, Big City?"
613,Joel Schumacher,5.6,Bad Company?
2693,Albert Brooks,5.6,The Muse?
1959,Richard Kelly,5.6,The Box?
596,Paul W.S. Anderson,5.6,AVP: Alien vs. Predator?
4711,Gene Teigland,5.6,Arnolds Park?
924,Steve Oedekerk,5.6,Barnyard?
595,M. Night Shyamalan,5.6,Lady in the Water?
1650,John Stockwell,5.6,Blue Crush?
2640,Rob Cohen,5.6,The Skulls?
4710,Jon Gunn,5.6,Mercy Streets?
1950,Troy Nixey,5.6,Don't Be Afraid of the Dark?
885,Karey Kirkpatrick,5.6,Imagine That?
1470,Gary Chapman,5.6,Valiant?
372,Chris Columbus,5.6,Pixels?
350,Renny Harlin,5.6,Cutthroat Island?
3549,Mark Tonderai,5.6,House at the End of the Street?
3367,Martin Lawrence,5.6,A Thin Line Between Love and Hate?
624,Will Finn,5.6,Legends of Oz: Dorothy's Return?
2624,Tyler Perry,5.6,Why Did I Get Married??
897,Anthony Russo,5.6,"You, Me and Dupree?"
878,Andrew Davis,5.6,Chain Reaction?
4356,Daniel Stamm,5.6,The Last Exorcism?
1994,David R. Ellis,5.6,Snakes on a Plane?
2566,Nick Gomez,5.6,Drowning Mona?
634,Joseph Ruben,5.6,Money Train?
383,Brian De Palma,5.6,Mission to Mars?
4655,Rich Christiano,5.6,Time Changer?
951,Tom Dey,5.6,Failure to Launch?
1923,Mark Helfrich,5.6,Good Luck Chuck?
3295,Daniel Taplitz,5.5,Breakin' All the Rules?
1701,Neil Jordan,5.5,In Dreams?
3190,John Putch,5.5,Atlas Shrugged II: The Strike?
721,Steve Carr,5.5,Daddy Day Care?
1681,Charles Stone III,5.5,Mr 3000?
1516,Simon West,5.5,Stolen?
1525,Andrzej Bartkowiak,5.5,Exit Wounds?
4246,Anthony O'Brien,5.5,The Timber?
584,Garry Marshall,5.5,Runaway Bride?
3143,Mark Rosman,5.5,The Perfect Man?
1675,Brett Leonard,5.5,Virtuosity?
3046,Tobe Hooper,5.5,Invaders from Mars?
3098,Geoffrey Sax,5.5,White Noise?
3077,Ruairi Robinson,5.5,The Last Days on Mars?
4322,Chris Shadley,5.5,Nine Dead?
4451,Edward Dmytryk,5.5,Shalako?
4454,Jon Knautz,5.5,Girl House?
4132,David Wain,5.5,They Came Together?
1582,Paul Feig,5.5,Ghostbusters?
4131,Marcio Garcia,5.5,Open Road?
4422,Simeon Rice,5.5,Unsullied?
3167,Jorma Taccone,5.5,MacGruber?
737,Chuck Russell,5.5,The Scorpion King?
3126,Greg Coolidge,5.5,Employee of the Month?
652,Lawrence Kasdan,5.5,Dreamcatcher?
657,Michael Lembeck,5.5,The Santa Clause 2?
3235,Michael Meredith,5.5,The Open Road?
1489,Dominic Sena,5.5,Whiteout?
1666,Sam Weisman,5.5,What's the Worst That Could Happen??
727,Peter Billingsley,5.5,Couples Retreat?
4362,J. Lee Thompson,5.5,Battle for the Planet of the Apes?
1691,Howard Deutch,5.5,The Whole Ten Yards?
708,Tim Hill,5.5,Hop?
4477,Douglas Cheek,5.5,C.H.U.D.?
4928,Melvin Van Peebles,5.5,Sweet Sweetback's Baadasssss Song?
2157,Adam Shankman,5.5,Bringing Down the House?
113,Oliver Stone,5.5,Alexander?
922,Paul Hunter,5.5,Bulletproof Monk?
2668,Robert Harmon,5.5,Nowhere to Run?
341,Sergey Bodrov,5.5,Seventh Son?
904,Harold Becker,5.5,Domestic Disturbance?
2676,David Nutter,5.5,Disturbing Behavior?
4680,Ti West,5.5,The Innkeepers?
360,McG,5.5,Charlie's Angels?
2361,Steve Beck,5.5,Thir13en Ghosts?
92,Roland Emmerich,5.5,Independence Day: Resurgence?
4863,Greg Harrison,5.5,November?
882,Karyn Kusama,5.5,?on Flux?
379,Jan de Bont,5.5,Lara Croft Tomb Raider: The Cradle of Life?
293,Paul Weitz,5.5,Little Fockers?
1252,Joan Chen,5.5,Autumn in New York?
1918,Bille Woodruff,5.5,Beauty Shop?
1139,Andy Tennant,5.5,The Bounty Hunter?
4839,Jesse Peretz,5.5,"First Love, Last Rites?"
2517,Paul Weitz,5.5,American Dreamz?
2527,Richard Kelly,5.5,Southland Tales?
2041,Alexandre Aja,5.5,Piranha 3D?
2467,Tran Anh Hung,5.5,I Come with the Rain?
981,John Landis,5.5,Beverly Hills Cop III?
187,Bill Condon,5.5,The Twilight Saga: Breaking Dawn - Part 2?
174,Bill Condon,5.5,The Twilight Saga: Breaking Dawn - Part 2?
2557,Sheldon Lettich,5.5,Double Impact?
2444,Jeff Kanew,5.5,Troop Beverly Hills?
3614,Matt Piedmont,5.5,Casa de mi Padre?
1200,Wes Craven,5.5,Scream 3?
262,Raja Gosnell,5.5,The Smurfs?
163,Alex Proyas,5.5,Gods of Egypt?
150,Paul Feig,5.5,Ghostbusters?
2707,David Raynr,5.5,Whatever It Takes?
371,Dennis Dugan,5.5,You Don't Mess with the Zohan?
1917,Fred Wolf,5.5,The House Bunny?
834,Adam Shankman,5.5,The Pacifier?
2796,Chris Rock,5.5,I Think I Love My Wife?
3416,Andrew Wilson,5.5,The Wendell Baker Story?
2197,Kevin Rodney Sullivan,5.5,How Stella Got Her Groove Back?
4996,Malcolm Goodwin,5.5,A True Story?
2776,Jamie Blanks,5.5,Urban Legend?
468,Scott Derrickson,5.5,The Day the Earth Stood Still?
4014,Avi Nesher,5.5,Taxman?
3811,Eric Bross,5.5,We Have Your Husband?
2841,Danny Leiner,5.5,"Dude, Where's My Car??"
2214,Steve Beck,5.5,Ghost Ship?
2770,Patrick Lussier,5.5,My Bloody Valentine?
1083,Robert Luketic,5.5,Monster-in-Law?
2341,Daniel Algrant,5.5,People I Know?
807,David Koepp,5.5,Mortdecai?
1075,David Zucker,5.5,Scary Movie 3?
1353,John Pasquin,5.5,Joe Somebody?
2766,John Cornell,5.5,Crocodile Dundee II?
2296,Les Mayfield,5.5,The Man?
4602,Benjamin Dickinson,5.5,Creative Control?
3448,Larry Charles,5.5,Masked and Anonymous?
421,Andrew Davis,5.5,Collateral Damage?
4633,Blair Erickson,5.5,Banshee Chapter?
3829,Tobe Hooper,5.5,The Texas Chainsaw Massacre 2?
2724,Katja von Garnier,5.5,Blood and Chocolate?
4489,Scott Derrickson,5.5,The Day the Earth Stood Still?
1032,Patrick Lussier,5.5,Drive Angry?
4316,Catherine Hardwicke,5.4,Plush?
5006,Damir Catic,5.4,Her Cry: La Llorona Investigation?
647,Doug Lefler,5.4,The Last Legion?
5031,Thomas L. Phillips,5.4,Sanctuary; Quite a Conundrum?
2124,John Curran,5.4,Stone?
2343,Julie Taymor,5.4,The Tempest?
678,Paul W.S. Anderson,5.4,Resident Evil: Retribution?
4306,Danny Provenzano,5.4,This Thing of Ours?
143,Simon Wells,5.4,Mars Needs Moms?
4917,James Kerwin,5.4,Yesterday Was a Lie?
4297,Mitchell Lichtenstein,5.4,Teeth?
62,Lana Wachowski,5.4,Jupiter Ascending?
4934,Pat Holden,5.4,When the Lights Went Out?
2368,Shawn Levy,5.4,Just Married?
2170,Keenen Ivory Wayans,5.4,White Chicks?
4974,Julie Davis,5.4,"I Love You, Don't Touch Me!?"
74,Tom Shadyac,5.4,Evan Almighty?
2185,Steve Trenbirth,5.4,The Jungle Book 2?
4953,Nate Parker,5.4,The Birth of a Nation?
3118,Brett Leonard,5.4,The Lawnmower Man?
538,Thor Freudenthal,5.4,Hotel for Dogs?
2061,Jonathan Newman,5.4,The Adventurer: The Curse of the Midas Box?
228,Rob Minkoff,5.4,Stuart Little 2?
386,Mick Jackson,5.4,Volcano?
1687,Ellory Elkayem,5.4,Eight Legged Freaks?
4627,Jeffrey St. Jules,5.4,Bang Bang Baby?
4607,Frank Whaley,5.4,The Jimmy Show?
425,Jon Amiel,5.4,The Core?
1878,Oleg Stepchenko,5.4,Viy?
2972,Wallace Wolodarsky,5.4,Sorority Boys?
2778,Tyler Perry,5.4,Good Deeds?
449,Dennis Dugan,5.4,Grown Ups 2?
2798,Shawn Levy,5.4,Big Fat Liar?
2800,Mark Waters,5.4,Head Over Heels?
2801,Josh Schwartz,5.4,Fun Size?
2950,John Frankenheimer,5.4,Prophecy?
4551,Eli Roth,5.4,The Green Inferno?
547,Robert Luketic,5.4,Killers?
2940,David Moreau,5.4,The Eye?
2893,John Stainton,5.4,The Crocodile Hunter: Collision Course?
1786,Michael Ritchie,5.4,A Simple Wish?
1785,Brian Levant,5.4,The Spy Next Door?
2697,RZA,5.4,The Man with the Iron Fists?
4399,Adam Goldberg,5.4,I Love Your Work?
4703,Ryan Smith,5.4,After?
1624,Gary Winick,5.4,Bride Wars?
2039,Ron Shelton,5.4,Play It to the Bone?
2549,Cyrus Nowrasteh,5.4,The Young Messiah?
2553,John Whitesell,5.4,See Spot Run?
1616,Chris Weitz,5.4,Down to Earth?
4801,Matt Jackson,5.4,Love in the Time of Monsters?
3078,Jaume Balaguer¨®,5.4,Darkness?
263,Will Finn,5.4,Home on the Range?
266,Raja Gosnell,5.4,The Smurfs 2?
1631,William Shatner,5.4,Star Trek V: The Final Frontier?
316,Brad Silberling,5.4,Land of the Lost?
625,Michael Mann,5.4,Blackhat?
2628,Shawn Levy,5.4,Big Fat Liar?
1964,Ringo Lam,5.4,Maximum Risk?
2639,Cameron Crowe,5.4,Aloha?
4374,Corey Grant,5.4,Dysfunctional Friends?
309,Joel Schumacher,5.4,Batman Forever?
4727,Matt Walsh,5.4,High Road?
615,Betty Thomas,5.4,I Spy?
3061,Daisy von Scherler Mayer,5.4,The Guru?
2246,Steve Rash,5.4,Under the Rainbow?
3936,Mike Figgis,5.4,The Loss of Sexual Innocence?
3649,William Kaufman,5.4,The Hit List?
1012,Stephen Herek,5.4,Man of the House?
749,Brian Levant,5.4,Jingle All the Way?
1130,Danny Pang,5.4,Bangkok Dangerous?
3455,Siddharth Anand,5.4,Ta Ra Rum Pum?
3439,Eli Roth,5.4,Hostel: Part II?
843,Sam Weisman,5.4,George of the Jungle?
729,Adam Shankman,5.4,Cheaper by the Dozen 2?
3431,James Nunn,5.4,Green Street 3: Never Back Down?
4056,Jack Sholder,5.4,A Nightmare on Elm Street 2: Freddy's Revenge?
4060,David Raynr,5.4,Martin Lawrence Live: Runteldat?
1167,Catherine Hardwicke,5.4,Red Riding Hood?
3658,Christopher M. Bessette,5.4,Trade of Innocents?
3626,Jon Knautz,5.4,Goddess of Love?
1158,Reginald Hudlin,5.4,Boomerang?
1431,Walt Becker,5.4,Old Dogs?
3853,Andrew Erwin,5.4,Moms' Night Out?
3769,Scott Marshall,5.4,Keeping Up with the Steins?
3392,Joe Nussbaum,5.4,Prom?
1389,Cameron Crowe,5.4,Aloha?
3251,Gurinder Chadha,5.4,It's a Wonderful Afterlife?
1119,John Schultz,5.4,Aliens in the Attic?
4098,Darren Stein,5.4,Jawbreaker?
1396,Chris Rock,5.4,Head of State?
4104,Kevin Smith,5.4,Tusk?
4020,Mark Young,5.4,Wicked Blood?
1440,John Moore,5.4,Max Payne?
759,Geoff Murphy,5.4,Under Siege 2: Dark Territory?
1097,Luis Llosa,5.4,The Specialist?
3554,John R. Leonetti,5.4,Annabelle?
952,Hideo Nakata,5.4,The Ring Two?
3828,Scott Foley,5.4,Let's Kill Ward's Wife?
3310,Kevin Tancharoen,5.4,Glee: The 3D Concert Movie?
3832,Christophe Ali,5.4,Camping sauvage?
1405,Robert Rodriguez,5.4,Spy Kids?
3904,William Arntz,5.4,What the #$*! Do We (K)now!??
1512,Ken Scott,5.4,Unfinished Business?
2964,Lionel C. Martin,5.3,How to Be a Player?
1741,Reginald Hudlin,5.3,Serving Sara?
3052,Gregory Poirier,5.3,Tomcats?
4177,Tony Giglio,5.3,Timber Falls?
4371,Tony Krantz,5.3,Sublime?
1783,Donald Petrie,5.3,Just My Luck?
4114,Leslye Headland,5.3,Bachelorette?
4173,Rand Ravich,5.3,The Astronaut's Wife?
4975,Myles Berkowitz,5.3,20 Dates?
4117,Tim Heidecker,5.3,Tim and Eric's Billion Dollar Movie?
557,Ron Shelton,5.3,Hollywood Homicide?
1117,John Gray,5.3,The Glimmer Man?
1742,Ben Falcone,5.3,The Boss?
612,Ron Howard,5.3,The Dilemma?
1433,Ken Kwapis,5.3,License to Wed?
4156,John Carl Buechler,5.3,Friday the 13th Part VII: The New Blood?
2961,Tim Hill,5.3,Max Keeble's Big Move?
3738,Harmony Korine,5.3,Spring Breakers?
4126,Will Canon,5.3,Demonic?
4939,Deborah Anderson,5.3,Aroused?
1686,Kevin Hooks,5.3,Fled?
580,Betty Thomas,5.3,Doctor Dolittle?
1451,Jaume Collet-Serra,5.3,House of Wax?
3341,Tom Elkins,5.3,The Haunting in Connecticut 2: Ghosts of Georgia?
1442,Alan Poul,5.3,The Back-up Plan?
2985,Jane Campion,5.3,In the Cut?
3836,Leonard Farlinger,5.3,All Hat?
2956,Elizabeth Allen Rosenbaum,5.3,Aquamarine?
3395,Fina Torres,5.3,Woman on Top?
1798,Malcolm D. Lee,5.3,"Welcome Home, Roscoe Jenkins?"
3536,David Lam,5.3,Z Storm?
891,Jim Gillespie,5.3,Eye See You?
233,James L. Brooks,5.3,How Do You Know?
347,John Moore,5.3,A Good Day to Die Hard?
2038,Brian Robbins,5.3,Ready to Rumble?
3524,Bob Gosse,5.3,I Hope They Serve Beer in Hell?
4695,Jaume Collet-Serra,5.3,House of Wax?
2033,George Gallo,5.3,Double Take?
4705,Anna Mastro,5.3,Walter?
3538,Vladlen Barbe,5.3,Snow Queen?
2417,Bille Woodruff,5.3,Honey?
318,Ericson Core,5.3,Point Break?
1275,Sam Weisman,5.3,The Out-of-Towners?
1957,Steve Barron,5.3,The Adventures of Pinocchio?
2631,Jim Fall,5.3,The Lizzie McGuire Movie?
4743,Neema Barnette,5.3,Civil Brand?
2563,Robert Iscove,5.3,Boys and Girls?
2020,Ericson Core,5.3,Point Break?
2011,Ridley Scott,5.3,The Counselor?
1932,Ronny Yu,5.3,Bride of Chucky?
3622,Mark Tarlov,5.3,Simply Irresistible?
4011,Angela Robinson,5.3,D.E.B.S.?
2713,Tina Gordon Chism,5.3,Peeples?
2419,Rick Friedberg,5.3,Spy Hard?
4095,Tom Schulman,5.3,8 Heads in a Duffel Bag?
3687,George Ratliff,5.3,Salvation Boulevard?
4094,Anthony Hickox,5.3,Warlock: The Armageddon?
2333,Angelina Jolie Pitt,5.3,By the Sea?
1382,Fedor Bondarchuk,5.3,Obitaemyy ostrov?
2436,Chris Columbus,5.3,"I Love You, Beth Cooper?"
486,Steven Brill,5.3,Little Nicky?
2108,Harry Elfont,5.3,Josie and the Pussycats?
4067,Patrick Read Johnson,5.3,Spaced Invaders?
3422,Claudia Llosa,5.3,Aloft?
2477,David Hayter,5.3,Wolves?
1335,Charles S. Dutton,5.3,Against the Ropes?
1172,Julie Anne Robinson,5.3,One for the Money?
4630,Jonathan Meyers,5.3,A Fine Step?
2729,Michael Chapman,5.3,The Clan of the Cave Bear?
2715,Vicky Jenson,5.3,Post Grad?
3057,Dewey Nicks,5.3,Slackers?
1394,Andrew Bergman,5.3,Isn't She Great?
4278,Jerry Jameson,5.3,Captive?
3761,J.S. Cardone,5.3,The Forsaken?
2234,Renny Harlin,5.3,The Covenant?
3213,Bob Odenkirk,5.3,The Brothers Solomon?
1531,Joe Charbanic,5.3,The Watcher?
758,Kevin Donovan,5.3,The Tuxedo?
4236,Rita Merson,5.3,Always Woodstock?
2264,Amy Heckerling,5.3,Loser?
3137,Joseph Zito,5.3,Invasion U.S.A.?
4305,Jugal Hansraj,5.3,Roadside Romeo?
2233,Anthony Bell,5.3,Alpha and Omega?
2307,Fred Wolf,5.3,Strange Wilderness?
4338,Michael Moore,5.3,Slacker Uprising?
3165,Joe Nussbaum,5.3,Sleepover?
3085,Sajid Khan,5.3,Housefull?
3090,Shintaro Shimosawa,5.3,Misconduct?
4258,Chris Kentis,5.3,Silent House?
1565,Norman Jewison,5.3,Bogus?
3272,David Hackl,5.3,Into the Grizzly Maze?
1519,Rand Ravich,5.3,The Astronaut's Wife?
3131,Ciar¨¢n Foy,5.2,Sinister 2?
4317,Phil Claydon,5.2,Vampire Killers?
3369,Masayuki Ochiai,5.2,Shutter?
1180,Gordon Chan,5.2,The Medallion?
4628,Robert Hall,5.2,Fear Clinic?
3171,Jeff Lowell,5.2,Over Her Dead Body?
672,Will Gluck,5.2,Annie?
1912,Cathy Malkasian,5.2,The Wild Thornberrys Movie?
3608,Dominique Othenin-Girard,5.2,Halloween 5?
1378,Catherine Hardwicke,5.2,Twilight?
474,Frank Coraci,5.2,Zookeeper?
3484,Craig R. Baxley,5.2,Action Jackson?
4004,Louis C.K.,5.2,Pootie Tang?
4834,Eric Mendelsohn,5.2,3 Backyards?
1857,Donald Petrie,5.2,Welcome to Mooseport?
3880,Kenny Ortega,5.2,High School Musical?
4473,Tyler Oliver,5.2,Forget Me Not?
2571,Richard Benjamin,5.2,My Stepmother Is an Alien?
4078,David Raynr,5.2,Trippin'?
614,Andrzej Bartkowiak,5.2,Doom?
3731,Bille Woodruff,5.2,Addicted?
4777,Luke Dye,5.2,The Little Ponderosa Zoo?
2773,Sylvain White,5.2,Stomp the Yard?
1362,Steve Miner,5.2,Texas Rangers?
3715,David Gelb,5.2,The Lazarus Effect?
837,Tim Hill,5.2,Alvin and the Chipmunks?
3254,Jim Issa,5.2,Good Intentions?
2470,Chuck Russell,5.2,I Am Wrath?
4137,Youssef Delara,5.2,Enter the Dangerous Mind?
4597,Nickolas Perry,5.2,Speedway Junky?
1637,Frederik Du Chau,5.2,Racing Stripes?
1367,J Blakeson,5.2,The 5th Wave?
3261,Sarik Andreasyan,5.2,American Heist?
2010,Inna Evlannikova,5.2,Space Dogs?
